NR_108107	1	1	0	0	0	0	3	0	2	0	0	0	1	2	2
NM_005782	712	600	420	281	739	9	686	7	726	11	28	686	23	413	322
NR_002565	292	231	44	49	95	14	226	20	163	37	10	344	86	284	278
NR_108108	5	9	8	2	4	0	23	1	18	1	0	12	0	3	3
NM_005783	216	177	119	119	174	8	396	9	312	33	27	394	3	355	333
NR_108109	20	11	11	4	11	1	60	1	29	1	2	29	0	12	14
NR_110681	1	0	0	0	0	0	0	0	0	0	0	1	0	2	4
NM_005785	962	874	565	447	977	21	1060	22	883	32	34	897	23	631	634
NR_110682	1	2	1	0	4	0	1	0	3	0	0	2	0	4	1
NM_005786	270	228	174	126	283	17	575	9	399	19	27	412	12	346	287
NM_001242757	2	2	1	0	3	0	1	0	0	0	0	1	0	4	0
NR_002569	111	135	21	27	62	10	180	13	111	21	8	193	35	182	182
NM_006200	27	24	5	2	2	4	192	1	58	1	1	49	0	42	58
NM_001204076	55	52	29	38	53	3	103	4	78	1	3	93	3	93	105
NR_030737	398	403	329	243	530	23	1105	17	678	15	27	700	14	536	651
NR_110683	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NM_001009811	120	83	79	66	135	0	134	0	105	0	10	103	0	78	52
NM_001204077	764	746	444	433	816	37	1602	40	1366	95	67	1484	44	1300	1224
NM_006201	2227	1940	1248	1011	2284	39	2477	6	1955	23	78	2092	19	1372	1308
NM_005787	393	337	310	247	570	2	525	3	480	3	11	372	0	296	252
NM_001242758	2924	2324	1271	1000	2465	188	9107	127	5089	368	300	8508	204	5708	4878
NM_006202	306	254	136	105	287	11	501	8	399	20	11	478	31	387	309
NM_005788	147	114	86	57	120	5	163	4	166	6	5	186	2	190	174
NM_001270927	32	28	15	12	31	1	52	1	48	9	3	89	0	51	63
NM_001204078	8	16	7	4	7	0	9	0	7	1	0	11	0	10	8
NM_001009812	39	15	5	6	15	6	57	0	56	0	0	66	0	37	32
NR_110685	0	2	1	0	0	0	0	0	0	1	0	1	0	2	2
NM_001009813	82	59	62	27	105	0	209	4	152	2	12	163	11	101	107
NM_005789	1746	1503	951	744	1624	54	2001	74	1923	101	88	2004	65	1635	1595
NM_001204079	2	3	1	0	0	0	2	0	6	0	0	2	0	7	4
NM_001270928	34	28	14	12	27	1	52	1	48	9	3	89	0	51	64
NM_006203	67	67	34	41	85	0	72	3	51	2	6	118	1	79	98
NR_110687	56	43	38	35	76	0	72	0	60	0	1	57	0	69	58
NM_001009814	135	92	82	76	109	9	322	4	313	4	6	325	13	235	198
NM_001270929	34	28	14	12	27	1	52	1	48	9	3	89	0	51	64
NM_006204	0	3	0	0	1	0	3	0	1	1	0	5	0	2	0
NR_110688	71	63	67	50	106	0	96	0	74	0	2	66	0	95	73
NM_006205	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NR_077060	273	231	153	115	265	11	378	3	337	23	19	389	17	359	349
NM_001289080	3	2	2	0	0	0	2	0	1	0	0	3	0	6	4
NR_110689	65	57	60	43	95	0	89	0	70	0	2	66	0	90	69
NR_077061	536	518	294	273	553	39	883	34	826	51	30	1054	30	715	596
NM_006206	2399	2134	1495	1286	2398	39	1643	55	2390	165	127	3824	79	2944	2917
NM_001289081	3	2	1	0	0	0	2	0	1	0	0	3	0	6	4
NM_001289082	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
NM_006207	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0
NM_001289083	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
NM_006208	302	251	203	179	346	11	1490	19	657	19	50	1097	12	790	866
NM_001289084	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
NM_006209	326	261	194	170	292	8	607	7	737	15	40	964	11	699	733
NM_001289085	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
NM_001289086	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
NM_001159575	1	2	0	0	0	0	4	0	3	0	0	4	0	1	2
NM_001289087	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
NM_001159576	1	2	0	1	0	0	4	0	3	0	0	4	0	1	2
NR_038430	41	23	28	28	61	2	70	2	68	4	3	61	1	48	41
NM_001289088	168	128	71	58	93	3	232	1	207	17	8	236	3	170	175
NR_038431	29	14	16	15	37	2	55	1	47	4	1	46	0	35	33
NM_001289089	171	132	72	58	94	3	233	1	206	17	8	237	3	175	178
NR_038432	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
NM_001257180	1495	1565	922	710	1732	45	3441	44	3048	62	115	2648	59	1861	1831
NM_001127670	4	2	0	0	0	5	4	0	5	0	0	3	0	8	4
NR_038433	2	1	0	1	0	0	2	0	1	0	0	1	0	1	2
NM_001257181	1493	1563	915	709	1723	45	3442	44	3047	62	115	2637	59	1863	1831
NM_199330	81	55	57	37	62	10	198	3	131	6	6	87	8	91	63
NR_038434	0	0	0	0	0	0	6	0	5	0	0	3	0	2	0
NM_001278622	138	107	68	57	132	1	223	4	191	8	5	236	6	234	173
NM_001127671	249	270	128	119	251	4	477	5	371	11	29	553	16	479	463
NR_038435	32	26	5	9	23	0	45	0	42	0	3	51	0	41	20
NM_001278623	147	144	121	98	243	2	213	2	162	7	12	227	9	156	193
NR_038436	2	3	2	0	2	0	7	0	2	3	0	5	0	0	1
NM_001001888	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
NM_001278624	150	149	120	100	244	2	218	2	164	7	12	229	9	159	196
NM_001278625	318	303	210	173	347	5	518	11	425	0	19	498	2	378	351
NM_001267698	5538	5254	4412	3938	8113	163	17741	153	13132	225	368	10832	94	7200	7167
NR_038437	5	27	15	21	44	0	6	0	5	0	0	3	0	2	4
NM_001278626	258	253	193	156	319	5	451	11	368	0	16	449	2	363	340
NM_199334	319	284	162	125	300	14	503	8	515	34	42	449	26	314	258
NR_038438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
NM_001267699	1142	1051	408	339	650	35	1437	79	1131	91	61	1432	145	1246	1183
NM_001278627	258	253	192	156	319	5	451	11	368	0	16	449	2	363	339
NR_038439	0	1	1	0	0	3	1	0	4	3	0	4	3	3	5
NM_199335	2	2	0	0	1	0	3	0	10	1	0	3	2	5	9
NM_001278628	317	303	209	172	347	5	517	11	425	0	19	498	2	378	350
NM_199336	54	41	51	25	115	0	116	1	64	0	4	67	0	50	40
NM_199337	333	382	235	180	447	1	809	8	610	12	13	490	11	407	378
NM_001257189	776	615	436	319	787	30	952	6	829	33	32	873	9	596	581
NM_001278629	2	1	0	0	2	0	12	1	9	0	1	6	0	11	12
NM_199339	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NM_001145335	360	333	170	182	360	22	982	30	573	40	30	711	24	583	579
NM_001270691	285	255	240	238	409	8	548	2	262	5	13	571	14	374	341
NM_001145337	728	732	526	448	904	56	1865	46	1257	69	65	1644	73	1270	1302
NM_016480	497	420	331	273	515	3	612	17	435	9	22	516	10	359	362
NM_001145338	262	225	111	117	249	14	546	9	327	12	15	440	4	307	241
NM_016481	83	67	54	38	83	0	153	2	94	5	3	114	4	77	54
NM_139265	1334	1095	695	554	1254	41	1916	57	1736	131	46	1383	61	1150	1076
NM_001145339	756	732	534	450	923	56	1856	46	1270	65	72	1638	70	1240	1285
NM_001270695	377	395	223	179	316	13	792	19	565	49	32	809	13	615	672
NM_139266	1665	1443	807	640	1242	61	2238	90	2544	95	123	2769	85	2292	2187
NM_177947	750	721	440	366	778	59	1626	69	1367	92	48	1257	96	970	968
NM_016483	58	68	52	17	61	10	57	3	58	8	4	54	6	48	48
NM_001270696	366	374	212	168	299	13	766	19	544	49	31	776	13	607	654
NM_177948	705	690	417	334	708	49	1568	67	1309	88	47	1221	92	937	929
NM_016484	181	186	84	69	118	3	535	5	441	3	14	508	3	307	316
NM_001270697	369	385	212	171	298	13	769	17	548	49	32	805	13	599	646
NM_177949	401	350	248	237	412	70	913	40	736	75	23	680	24	593	557
NM_016485	599	543	338	281	599	15	742	18	713	34	42	792	27	621	640
NM_001270698	358	364	201	160	281	13	743	17	527	49	30	771	13	591	628
NM_001130674	19876	18905	11995	10513	21209	860	43513	774	25312	1142	1096	29014	644	22476	22803
NM_016486	207	183	115	106	265	9	324	12	299	15	14	305	9	190	197
NM_001113434	443	400	267	195	457	19	639	13	435	24	20	530	12	379	363
NM_001270699	359	381	211	171	298	13	758	17	545	49	30	794	13	585	643
NR_104143	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2
NM_001009584	291	258	202	165	308	8	456	2	388	13	12	382	2	285	253
NM_001130675	19	13	21	22	21	7	72	3	51	0	2	31	0	44	50
NM_016487	70	96	41	42	72	1	117	4	103	3	4	149	1	71	77
NM_016488	450	465	220	200	398	13	777	11	568	10	24	692	14	542	605
NM_152770	37	41	7	20	26	2	58	2	42	2	2	34	0	37	36
NM_001130677	26	24	24	29	43	1	25	1	9	0	0	41	0	17	18
NR_104145	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NM_016489	85	51	44	31	70	0	105	1	63	0	6	97	0	78	82
NM_152772	116	103	89	90	181	5	467	2	184	12	10	328	12	268	241
NR_002803	8	29	3	6	15	0	41	1	41	0	1	35	1	27	37
NR_104146	4	4	0	0	0	0	0	0	2	0	0	1	0	2	4
NM_001130678	208	225	113	109	187	4	356	7	328	12	19	386	5	290	307
NR_104147	6	7	6	3	6	0	14	0	11	0	0	21	2	11	17
NM_152773	38	17	19	10	29	0	98	0	85	2	3	91	3	95	84
NM_001130679	231	236	117	110	194	4	392	7	344	16	20	415	6	310	328
NR_104148	32	26	9	8	25	0	20	0	19	0	0	26	0	32	14
NM_152774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_110920	180	139	109	108	171	9	353	3	244	3	3	256	4	198	185
NR_104149	32	26	9	8	25	0	19	0	19	0	0	25	0	32	14
NM_152775	17	13	10	12	18	0	28	0	22	0	1	30	4	26	36
NR_002806	48	38	12	18	35	6	65	1	42	0	2	74	0	53	53
NR_110921	151	97	84	76	136	9	242	3	178	3	0	183	4	129	129
NM_001204314	7	9	10	8	11	3	47	0	42	1	0	16	1	35	30
NR_002807	509	570	367	298	636	27	1613	20	860	53	41	1056	19	892	821
NM_002240	2	0	0	0	1	0	13	0	3	0	0	4	0	8	2
NM_001005850	4	3	0	1	0	0	8	0	3	0	0	3	0	4	6
NR_002808	3	0	7	2	3	0	6	0	4	0	0	4	0	4	8
NR_110922	150	97	84	76	136	9	241	3	178	3	0	183	4	129	129
NM_001204315	4	0	0	1	0	0	11	0	14	0	0	8	1	7	3
NM_001005851	49	46	44	28	54	5	157	3	97	4	7	138	10	129	135
NR_002809	40	39	28	15	55	0	43	1	41	4	1	35	0	38	30
NR_110923	537	469	294	256	461	10	813	14	611	26	25	727	20	599	519
NM_152778	80	85	63	52	99	5	175	4	93	5	8	172	10	188	159
NM_001204316	2	0	0	0	0	0	5	0	11	0	0	5	1	6	3
NM_002241	2	1	3	1	3	0	2	0	3	0	0	0	0	5	1
NM_152779	1	1	0	0	0	0	5	0	0	0	0	1	0	7	9
NR_110924	538	469	294	256	461	10	814	14	611	26	25	727	20	599	519
NM_001204317	2	0	0	0	0	0	4	0	9	0	0	4	1	6	3
NM_002242	7	9	0	2	4	0	15	0	11	0	1	19	0	17	18
NM_002243	23	23	14	10	27	0	139	1	71	11	8	191	4	106	102
NM_001278390	249	239	174	160	290	10	390	8	226	6	8	217	2	237	245
NR_110925	107	91	112	67	193	0	195	4	128	1	2	150	3	129	143
NM_001204318	2	0	0	0	0	0	4	0	5	0	0	4	0	5	3
NM_001005853	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
NR_110926	106	91	112	67	193	0	194	4	128	1	2	150	3	129	143
NM_001278392	1	0	2	0	1	0	0	0	0	0	0	1	0	0	3
NR_110927	85	59	70	41	101	1	112	4	124	1	0	107	3	86	73
NM_001005855	489	413	335	245	562	29	1029	7	734	34	35	747	9	610	581
NM_002245	47	45	68	53	90	0	96	0	29	4	0	48	2	40	35
NM_001278393	3	6	4	3	6	0	4	0	1	0	0	1	0	5	2
NR_110928	49	40	40	22	48	0	46	0	35	0	0	44	0	50	47
NM_002246	5	7	4	1	4	2	506	0	72	3	10	234	5	183	247
NM_002247	129	122	92	88	156	41	2529	16	1000	63	38	1121	39	834	846
NR_110929	70	51	53	27	63	0	70	3	71	1	0	74	3	60	54
NM_002248	5	7	2	0	1	0	5	0	3	0	0	0	1	2	1
NM_002249	9	3	9	6	7	0	48	0	13	2	0	23	0	15	16
NM_001278398	3	0	0	1	1	0	2	0	1	0	0	0	0	2	0
NM_001278399	2	0	0	0	1	0	2	0	1	0	0	0	0	2	0
NM_001097590	172	194	74	96	150	12	212	4	187	12	7	202	3	169	170
NM_001097594	1	0	2	0	0	0	0	0	1	0	0	2	0	2	0
NM_178130	6	2	5	4	8	0	12	2	2	0	0	7	0	10	5
NM_001097596	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0
NR_027749	215	197	141	107	233	16	353	8	373	14	12	390	8	329	320
NR_045405	5	4	5	9	4	0	26	0	16	2	0	5	0	15	6
NR_108110	20	11	11	4	11	1	55	1	28	1	2	29	0	12	14
NR_045406	971	1048	544	679	1105	52	1820	56	1470	108	92	2050	79	1520	1718
NM_178134	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1
NM_001097599	120	124	42	41	100	7	234	7	144	5	6	245	2	188	169
NR_002570	11	2	15	4	19	0	18	0	10	0	1	8	0	17	14
NR_045407	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0
NM_178135	0	0	1	1	6	0	1	0	0	0	0	2	0	0	1
NM_178136	860	797	528	470	908	47	1313	29	1173	51	44	1069	27	911	899
NR_002571	732	622	125	95	230	66	644	114	441	205	21	701	303	771	689
NR_045408	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0
NR_030740	20	26	9	7	15	1	191	2	63	1	2	80	1	78	68
NR_002572	823	679	204	186	384	79	985	131	654	151	34	855	386	1116	1031
NR_045409	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0
NM_001242761	9	10	5	4	8	0	8	0	9	0	0	18	0	7	7
NM_001204080	2	3	1	0	0	0	2	0	6	0	0	2	0	7	4
NM_001134647	5708	5007	3520	2890	6151	148	4218	117	3279	181	186	4185	140	3275	2970
NR_030741	0	1	0	1	1	1	0	0	0	0	0	0	0	7	9
NM_178138	2	0	0	1	2	0	2	0	2	0	0	1	0	4	4
NM_001242762	14	13	8	5	13	0	6	0	10	0	0	20	0	9	10
NR_002574	189	160	5	7	10	144	184	203	173	267	12	257	554	198	193
NM_001204081	13	7	23	8	18	1	11	0	10	2	0	18	7	10	5
NM_001270930	32	28	15	12	31	1	52	1	48	9	3	90	0	51	63
NM_005791	150	158	133	132	171	8	285	4	211	5	10	266	5	226	232
NM_001242763	14	13	8	5	13	0	6	0	10	0	0	20	0	9	10
NM_005792	146	144	91	95	147	0	163	5	147	5	10	159	8	135	162
NR_002575	2027	1672	1476	1381	2620	505	1647	778	1460	1042	93	1988	349	2152	2140
NM_001134649	53	43	39	34	88	1	282	5	154	4	8	142	5	94	129
NM_001204082	198	164	127	96	262	1	352	3	343	13	23	391	2	307	330
NR_110690	34	25	26	32	56	0	41	0	28	0	0	26	0	51	33
NM_001242764	15	15	8	5	13	0	6	0	10	0	0	20	0	9	10
NR_002576	4037	3335	1305	1072	2270	355	3636	158	4381	435	117	5248	217	2554	2337
NM_001204083	201	166	140	99	272	1	363	3	350	13	25	399	2	311	340
NM_005793	188	170	114	83	193	1	199	2	168	0	6	219	7	133	137
NR_110691	49	45	55	47	86	0	65	0	42	0	1	35	0	77	48
NM_001242765	9	9	5	4	8	0	6	0	9	0	0	17	0	5	4
NM_005794	2	1	1	1	0	0	29	0	2	0	2	19	2	12	13
NM_001204084	927	767	457	317	956	120	3101	76	1981	158	83	2758	71	1904	1667
NM_001242766	14	13	8	5	13	0	6	0	10	0	0	20	0	9	10
NM_001130910	1	2	0	0	1	0	3	0	0	0	0	3	0	0	1
NM_001204085	926	767	457	317	956	120	3097	76	1979	158	83	2750	71	1903	1666
NR_002578	300	257	250	262	439	2	333	8	379	4	20	396	11	330	312
NM_001270934	0	1	0	1	2	1	6	0	2	2	0	2	0	1	2
NM_005795	7	2	1	2	7	0	10	0	4	1	0	15	0	10	15
NR_110692	3	9	0	0	0	0	9	1	1	0	0	5	0	6	4
NM_006210	2	1	2	0	0	1	5	1	7	0	0	2	0	5	6
NM_005796	614	459	464	322	734	28	826	23	785	38	30	714	23	523	515
NM_001204086	928	768	457	317	956	120	3099	76	1983	158	83	2752	71	1903	1666
NR_002579	553	468	63	83	130	31	430	75	447	53	21	435	120	334	294
NM_001242767	1255	1277	837	674	1299	36	1784	16	1212	20	84	1554	9	1076	1045
NR_110693	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NR_110694	1	1	1	0	0	0	0	0	2	0	0	1	1	0	0
NM_001130912	189	208	65	56	123	13	296	10	224	8	18	298	10	239	225
NM_005797	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1
NM_016724	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1
NM_006211	3249	2822	1458	1154	2566	64	727	120	1564	180	46	1217	98	1004	867
NM_001204087	9	3	9	6	7	0	48	0	13	2	0	23	0	15	16
NM_001242768	1252	1273	837	674	1301	36	1780	16	1213	20	84	1553	9	1077	1043
NM_001130913	63	88	27	63	67	26	118	14	95	33	3	92	24	86	88
NM_005798	208	185	135	140	231	8	423	8	308	23	28	478	21	395	388
NM_016725	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1
NM_006212	165	144	106	70	179	7	481	8	371	17	15	382	10	279	298
NM_001204088	981	809	496	345	1045	120	3180	78	2059	163	94	2863	71	2001	1739
NM_001242769	275	332	158	123	233	10	330	4	258	4	27	343	4	243	266
NR_110695	1	0	0	0	0	0	1	0	0	0	0	2	0	1	2
NM_001130914	401	340	268	221	446	8	308	3	296	5	11	341	4	359	302
NM_001270938	100	112	60	86	88	5	104	6	88	1	2	93	2	70	81
NM_006213	129	119	92	70	199	29	218	34	163	56	5	201	35	146	184
NM_001204089	979	803	496	345	1045	120	3178	78	2053	163	94	2858	71	1999	1739
NR_110696	1	1	1	0	0	0	0	0	0	1	0	1	0	1	2
NM_001130915	59	49	19	39	51	1	31	2	57	3	3	38	2	41	19
NM_006214	219	179	109	76	150	16	478	25	465	11	17	438	22	354	331
NR_110697	23	13	3	6	16	2	44	1	47	2	4	40	4	26	22
NM_006215	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2
NM_001130916	970	966	705	628	1192	35	2787	38	1555	86	74	2119	54	1723	1848
NM_001289090	172	133	72	58	94	3	235	1	208	17	8	239	3	179	181
NR_110698	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NM_001130917	0	0	1	1	0	0	1	1	3	0	0	1	0	1	2
NM_016729	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
NM_006216	5854	5866	3886	3290	6438	100	12713	75	5338	210	428	10880	109	8088	8474
NM_001289091	172	133	74	60	94	3	235	1	208	17	9	239	3	180	181
NR_110699	3	0	1	0	2	0	18	0	1	0	0	1	0	3	3
NM_001130918	1	0	1	0	0	0	1	0	0	0	0	0	0	4	3
NM_006217	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0
NM_001044723	381	360	210	233	404	6	727	10	496	10	21	617	35	433	500
NM_001289092	838	809	530	444	929	33	1424	23	1308	45	58	1301	35	1058	1031
NM_001130919	63	83	46	45	73	4	223	6	196	7	11	182	6	145	159
NM_006218	308	289	192	182	319	10	498	11	335	22	35	488	7	377	430
NM_001289093	745	682	502	412	846	29	1282	22	1187	45	57	1160	35	969	938
NM_006219	214	175	154	134	246	11	432	12	213	9	22	316	12	320	302
NM_001289094	862	859	533	462	945	32	1563	25	1394	48	59	1419	32	1125	1114
NM_001289095	272	223	128	123	240	3	533	9	385	29	27	506	9	422	404
NM_001001890	963	926	697	604	1346	36	2667	28	1834	52	99	2291	17	1794	1629
NM_001289096	265	221	120	120	235	3	527	9	382	29	27	483	9	415	402
NM_001289097	70	84	25	11	49	4	33	1	53	0	2	46	0	35	24
NM_001001891	31	22	25	23	37	1	70	0	24	8	2	53	4	44	38
NR_038440	77	47	29	10	46	1	66	1	58	0	0	38	0	35	35
NM_001159587	1041	975	612	619	1212	86	3972	92	3777	131	152	3462	104	2914	2964
NM_001289098	275	224	127	123	244	3	541	9	391	29	27	519	9	438	412
NR_038441	14	16	8	7	22	0	42	0	33	0	5	33	1	18	22
NM_001159588	1006	927	564	543	1090	87	3773	91	3580	127	145	3352	100	2752	2808
NM_001289099	272	222	123	120	236	3	533	9	394	29	27	508	9	424	407
NM_001001894	1482	1351	769	600	1374	54	3826	35	2620	71	80	2691	40	2177	2165
NR_038442	1	2	0	0	0	0	4	0	0	0	0	10	0	1	4
NM_001257190	804	754	583	396	982	25	896	21	693	29	23	829	41	667	532
NM_001278630	2	0	0	0	2	0	11	1	8	0	1	6	0	11	11
NM_001001895	1	0	0	1	0	0	0	0	1	0	0	1	0	3	4
NM_001278631	14	10	0	0	0	0	19	0	14	0	3	25	1	16	24
NM_001257191	1386	1220	638	543	1083	131	2647	127	2185	200	117	2845	173	2141	2110
NR_038443	187	149	108	81	194	15	265	5	225	8	11	249	10	194	210
NM_199340	50	62	23	24	44	0	134	0	70	9	4	108	8	112	109
NR_038444	14	12	4	2	2	0	10	1	5	1	0	7	1	14	16
NM_001278632	0	2	2	2	1	0	1	0	2	0	0	2	0	3	3
NM_199341	44	43	22	14	33	1	55	0	46	0	1	50	1	49	51
NR_038445	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
NM_001278633	0	2	2	2	1	0	1	0	2	0	0	2	0	3	3
NR_038446	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
NM_001257194	21	16	6	8	24	0	211	5	150	1	0	99	0	102	72
